
Consulta movimento de entradas - 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Chave;Fornecedor;Nome fornecedor;UF;Data entrada;Data emissão;Documento;CFOP;Modelo;Espécie;Série;Condições;Emitente;Valor contábil;Dif. de alíq.;FEM DIFA;Base de ICMS;Alíq. de ICMS;Valor do ICMS;ICMS isentas;ICMS outras;ICMS desonerado;Base de IPI;Valor do IPI;IPI isentos;IPI outros;Base S.T.;Alíq. de S.T.;Valor S.T.;Retenção PIS;Retenção Cofins;Retenção CSLL;Retenção de IR;Retenção de INSS;Débito;Crédito;Cód. obs.;Observação;Desconto;Chave NF-e/CT-e/NFC-e/BP-e;Outros Impostos;ICMS retido;Valor do ICMS de antecipação;Pis Lucro real;Cofins lucro real;Valor de frete;Valor de seguro;Valor de outras despesas;Valor do FCP da UF de destino;Valor de ICMS para a UF de destino;Valor de ICMS para a UF do Remetente;Código de retenção PIS;Código de retenção Cofins;Código de retenção CSLL;Código de retenção IR;Código de retenção INSS;Lançamento conferido;FCP S.T.;Materiais próprios;Materiais de terceiros;Subempreitadas;Valor retenção não efetuada;Valor ret. destacada das subemp.;CEI Obra;CNO;Tipo de serviço;Receita 15 anos;Valor 15 anos;Receita 20 anos;Valor 20 anos;Receita 25 anos;Valor 25 anos;Valor retenção adic. não efetuada;Usuário inclusão;Data inclusão;Hora inclusão;Tipo inclusão;Usuário alteração;Data alteração;Hora alteração;Tipo alteração;Situação do documento
28;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21669;1.904-000;55;NFe;1;Outras;Próprio;4272;0.00;0,00;4272;17;726.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2650 - Veiculo: OOG8592|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216691000087422;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
29;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21670;1.904-000;55;NFe;1;Outras;Próprio;840;0.00;0,00;840;17;142.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2656 - Veiculo: OOG8592|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216701000087431;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
30;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21671;1.904-000;55;NFe;1;Outras;Próprio;60;0.00;0,00;60;17;10.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2658 - Veiculo: OOG8592|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216711000087447;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
31;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21672;1.904-000;55;NFe;1;Outras;Próprio;210;0.00;0,00;210;17;35.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2668 - Veiculo: QAF9E13|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216721000087452;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
32;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21673;1.904-000;55;NFe;1;Outras;Próprio;3113;0.00;0,00;3113;17;529.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2652 - Veiculo: QAQ2824|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216731000087468;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
33;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21674;1.904-000;55;NFe;1;Outras;Próprio;2134;0.00;0,00;2134;17;362.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2662 - Veiculo: QAQ2824|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216741000087473;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
34;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21675;1.904-000;55;NFe;1;Outras;Próprio;1340;0.00;0,00;1340;17;227.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2666 - Veiculo: QAQ2824|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216751000087489;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
35;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21676;1.904-000;55;NFe;1;Outras;Próprio;147;0.00;0,00;147;17;24.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2663 - Veiculo: QHC3150|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216761000087494;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
36;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21677;1.904-000;55;NFe;1;Outras;Próprio;4088;0.00;0,00;4088;17;694.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2648 - Veiculo: REW9E69|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216771000087505;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
37;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21678;1.904-000;55;NFe;1;Outras;Próprio;5428;0.00;0,00;5428;17;922.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2651 - Veiculo: RWA8A65|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216781000087510;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
38;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21679;1.904-000;55;NFe;1;Outras;Próprio;5450;0.00;0,00;5450;17;926.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2661 - Veiculo: RWA8A65|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216791000087526;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
39;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21680;1.904-000;55;NFe;1;Outras;Próprio;3872;0.00;0,00;3872;17;658.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2653 - Veiculo: RWI1A38|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216801000087535;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
40;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21681;1.904-000;55;NFe;1;Outras;Próprio;5354;0.00;0,00;5354;17;910.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2636 - Veiculo: RWI1A38|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216811000087540;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
41;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;13/01/2025;13/01/2025;21682;1.904-000;55;NFe;1;Outras;Próprio;4982;0.00;0,00;4982;17;846.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2665 - Veiculo: RWI1A38|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000216821000087556;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
42;41575;Oxigenio Rondonopolis Comercio de Gases Ltda;MT;14/01/2025;14/01/2025;21714;2.920-000;55;NFe;1;Outras;Próprio;21000;0.00;0,00;0;0;0;0;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;PEDIDO 16363|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Local de Entrega: AVENIDA DOS TAMOIO;0;'50250127479311000131550010000217141000087853;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
43;41376;Municipio de Alto Araguaia;MT;15/01/2025;15/01/2025;21732;2.920-000;55;NFe;1;Outras;Próprio;4400;0.00;0,00;0;0;0;0;4400;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;CILINDROS RETIRADOS DE ALTO ARAGUAIA A SER ENTREGUES EM RONDONOPOLIS .|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCI;0;'50250127479311000131550010000217321000088025;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
44;41575;Oxigenio Rondonopolis Comercio de Gases Ltda;MT;16/01/2025;16/01/2025;21758;2.920-000;55;NFe;1;Outras;Próprio;19200;0.00;0,00;0;0;0;0;19200;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;PEDIDO 16444|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Local de Entrega: AVENIDA DOS TAMOIO;0;'50250127479311000131550010000217581000088307;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
45;41231;Shanghai Eternal Faith Industry;EX;17/01/2025;17/01/2025;21767;3.102-000;55;NFe;1;Prazo;Próprio;773368.45;0.00;0,00;725110.85;18;130519.95;0;48257.6;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;|DADOS ADICIONAIS II: R$ 56.149.23 IPI: R$ 32.615.57 PIS: R$ 9.358.20 COFINS: R$ 46.568.21 ICMS: R$ 130.519.95 DESP. DE FRETE: R$ 48.257.60 DESP. ADUANEIRA: R$ 154.23 DI: 25/0135957-6 N DE ADICOES: 01 - SEGUNDO CONTAINER BMOU 900110-2|;0;'50250127479311000131550010000217671000088390;0;0;             0,00;16240.74;74630.06;48257.6;0;60197.32;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
46;41575;Oxigenio Rondonopolis Comercio de Gases Ltda;MT;18/01/2025;18/01/2025;21775;2.920-000;55;NFe;1;Outras;Próprio;56600;0.00;0,00;0;0;0;0;56600;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;PEDIDO 16469|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Local de Entrega: AVENIDA DOS TAMOIO;0;'50250127479311000131550010000217751000088464;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
47;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21/01/2025;21804;1.904-000;55;NFe;1;Outras;Próprio;3778;0.00;0,00;3778;17;642.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2670 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000218041000088786;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
48;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21/01/2025;21805;1.904-000;55;NFe;1;Outras;Próprio;2880;0.00;0,00;2880;17;489.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 619 - Veiculo: RWB9H23|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com base;0;'50250127479311000131550010000218051000088791;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
49;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21/01/2025;21807;1.904-000;55;NFe;1;Outras;Próprio;20;0.00;0,00;20;17;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 673 - Veiculo: RWB9H23|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com base;0;'50250127479311000131550010000218071000088818;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:38;Troca global;00 - Documento regular
50;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21/01/2025;21808;1.904-000;55;NFe;1;Outras;Próprio;2478;0.00;0,00;2478;17;421.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2675 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000218081000088823;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
51;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21/01/2025;21809;1.904-000;55;NFe;1;Outras;Próprio;1664;0.00;0,00;1664;17;282.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2680 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000218091000088839;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
52;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21/01/2025;21810;1.904-000;55;NFe;1;Outras;Próprio;933;0.00;0,00;933;17;158.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2682 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000218101000088848;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
53;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21/01/2025;21811;1.904-000;55;NFe;1;Outras;Próprio;1866;0.00;0,00;1866;17;317.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2689 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000218111000088853;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
54;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21/01/2025;21812;1.904-000;55;NFe;1;Outras;Próprio;4386;0.00;0,00;4386;17;745.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2664 - Veiculo: OOG8592|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000218121000088869;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
55;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21/01/2025;21813;1.904-000;55;NFe;1;Outras;Próprio;3843;0.00;0,00;3843;17;653.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2678 - Veiculo: OOG8592|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000218131000088874;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
56;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21/01/2025;21814;1.904-000;55;NFe;1;Outras;Próprio;390;0.00;0,00;390;17;66.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2672 - Veiculo: QAF9E13|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000218141000088880;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
