
Consulta movimento de saídas - 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Chave;Cliente;Nome cliente;UF;Data emissão;Documento;até documento;CFOP;Modelo;Espécie;Série;Condições;Emitente;Valor contábil;Base de ICMS;Alíq. de ICMS;Valor do ICMS;ICMS isentas;Outras ICMS;ICMS desonerado;Base de IPI;Valor do IPI;IPI isentos;IPI outros;Base S.T.;Alíq. S.T.;Valor S.T.;Cód. Receita PIS;Retenção PIS;Cód. Receita Cofins;Retenção Cofins;Cód. Receita CSLL;Ret. Contrib. Social;Cód. Receita IR;Retenção IR;Débito;Crédito;Cód. obs.;Observação;Cidade coleta merc.;Descrição;Desconto;Chave NF-e/CT-e/NFC-e/BP-e;Outros Impostos;PIS lucro real;Cofins lucro real;Número de série do MRC;Número da máquina;Valor de frete;Valor de seguro;Valor de outras despesas;Valor do FCP da UF de destino;Valor de ICMS para a UF de destino;Valor de ICMS para a UF do Remetente;Lançamento conferido;FCP S.T.;Materiais próprios;Materiais de terceiros;Subempreitadas;Valor retenção não efetuada;Valor ret. destacada das subemp.;CEI Obra;CNO;Tipo de serviço;Receita 15 anos;Valor 15 anos;Receita 20 anos;Valor 20 anos;Receita 25 anos;Valor 25 anos;Valor retenção adic. não efetuada;Base ICMS Concomitante;Alíquota ICMS Concomitante;Valor ICMS Concomitante;Usuário inclusão;Data inclusão;Hora inclusão;Tipo inclusão;Usuário alteração;Data alteração;Hora alteração;Tipo alteração;Situação do documento
30;11114;FUNDO MUNICIPAL DE SAUDE MUNDO NOVO;MS;28/01/2025;21961;21961;5.101-000;55;NFe;1;Prazo;Próprio;1884;1884;17;320.28;0;0;0;0;0;0;1884;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(AUTORIZACAO DE FORNCIMENTO N1)|Titulos: Nro 88166/1 Venc. 27-02-2025 Valor 2624.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDE;0;;0;'50250127479311000131550010000219611000090430;0;25.8;118.84; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:10;Troca global;00 - Documento regular
31;11114;FUNDO MUNICIPAL DE SAUDE MUNDO NOVO;MS;28/01/2025;21961;21961;5.102-000;55;NFe;1;Prazo;Próprio;740;740;17;125.8;0;0;0;0;0;0;740;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(AUTORIZACAO DE FORNCIMENTO N1)|Titulos: Nro 88166/1 Venc. 27-02-2025 Valor 2624.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDE;0;;0;'50250127479311000131550010000219611000090430;0;10.13;46.68; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:10;Troca global;00 - Documento regular
32;9354113;AIR PURE COMERCIO DE GASES LTDA;RO;28/01/2025;21962;21962;6.101-000;55;NFe;1;Prazo;Próprio;7500;7500;12;900;0;0;0;0;0;0;7500;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 88167/1 Venc. 25-02-2025 Valor 7500.00|Local de Entrega: RUA GOIAS. 1711 - SALA B - PARQUE INDUSTRIAL NOVO TEMPO - VILHENA - RO|Valor Aproximado dos Tributos R$2.358.75 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000219621000090445;0;108.9;501.6; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:11;Troca global;00 - Documento regular
33;10077;Adubos Fertipol Industria e Comercio Ltda;MS;29/01/2025;21963;21963;5.101-000;55;NFe;1;Prazo;Próprio;520;520;17;88.4;0;0;0;0;0;0;520;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;LUIZ OFICINA|Titulos: Nro 88189/1 Venc. 26-02-2025 Valor 520.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000219631000090450;0;7.12;32.8; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:11;Troca global;00 - Documento regular
34;9347511;MINERACAO SANTA MARIA LTDA;MS;29/01/2025;21964;21964;5.101-000;55;NFe;1;Prazo;Próprio;590;590;17;100.3;0;0;0;0;0;0;590;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;SOLICITADO POR PAULO|Titulos: Nro 87687/1 Venc. 26-02-2025 Valor 1130.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGEN;0;;0;'50250127479311000131550010000219641000090466;0;8.08;37.22; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:11;Troca global;00 - Documento regular
35;9347511;MINERACAO SANTA MARIA LTDA;MS;29/01/2025;21964;21964;5.102-000;55;NFe;1;Prazo;Próprio;540;540;17;91.8;0;0;0;0;0;0;540;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;SOLICITADO POR PAULO|Titulos: Nro 87687/1 Venc. 26-02-2025 Valor 1130.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGEN;0;;0;'50250127479311000131550010000219641000090466;0;7.4;34.06; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:11;Troca global;00 - Documento regular
36;5532;VETORIAL SIDERURGIA LTDA;MS;29/01/2025;21965;21965;5.101-000;55;NFe;1;Prazo;Próprio;22880.3;22880.3;17;3889.65;0;0;0;0;0;0;22880.3;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(ORDEM DE COMPRA 114495)|Titulos: Nro 88168/1 Venc. 28-02-2025 Valor 22880.30|Local de Entrega: AVENIDA NELSON LIRIO. S/N - - ZONA RURAL - RIBAS DO RIO PARDO - MS|Valor Aproximado dos Tributos R$7.195.85 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000219651000090471;0;313.35;1443.29; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:12;Troca global;00 - Documento regular
37;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;29/01/2025;21966;21966;5.904-000;55;NFe;1;Outras;Próprio;7332.6;7332.6;17;1246.54;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2709 - Veiculo: RWA8A65|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000219661000090487;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;INDIAMARA;02/09/2025;16:28:11;Troca global;00 - Documento regular
38;9351172;AGROFERRAGENS ANTONIO JOAO LTDA;MS;29/01/2025;21967;21967;5.101-000;55;NFe;1;Prazo;Próprio;631;631;17;107.27;0;0;0;0;0;0;631;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 88508/1 Venc. 28-02-2025 Valor 631.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACA;0;;0;'50250127479311000131550010000219671000090492;0;8.64;39.81; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:12;Troca global;00 - Documento regular
39;9342174;MPI ENGENHARIA LTDA;SP;29/01/2025;21968;21968;5.101-000;55;NFe;1;Prazo;Próprio;1775;1775;12;213;0;0;0;0;0;0;1775;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;O 5187 - 2|Titulos: Nro 86773/1 Venc. 08-02-2025 Valor 1775.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA RE;0;;0;'50250127479311000131550010000219681000090520;0;25.78;118.71; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:12;Troca global;00 - Documento regular
40;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;29/01/2025;21969;21969;5.904-000;55;NFe;1;Outras;Próprio;8724;8724;17;1483.08;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2710 - Veiculo: RWI1A38|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000219691000090535;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;INDIAMARA;02/09/2025;16:28:11;Troca global;00 - Documento regular
41;9357585;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;MT;29/01/2025;21970;21970;6.101-000;55;NFe;1;Prazo;Próprio;164;164;12;19.68;0;0;0;0;0;0;164;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(A.F. 1109/2024. PREGAO ELETRONICO N60/2023. DADOS BANCARIOS - AG: 3153-4. C/C: 1461-3)|Titulos: Nro 88142/1 Venc. 26-02-2025 Valor 164.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPO;0;;0;'50250127479311000131550010000219701000090544;0;2.38;10.97; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:12;Troca global;00 - Documento regular
42;9357585;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;MT;29/01/2025;21971;21971;6.101-000;55;NFe;1;Prazo;Próprio;258;258;12;30.96;0;0;0;0;0;0;258;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(A.F. 1108/2024. PREGAO ELETRONICO N60/2023. DADOS BANCARIOS - AG: 3153-4. C/C: 1461-3)|Titulos: Nro 88101/1 Venc. 26-02-2025 Valor 258.00|Local de Entrega: RUA LUIS PHILIPPE PEREIRA LEITE. S/N - - JARDIM ALVORADA - CUIABA - MT|Valor Aproximado dos Tribut;0;;0;'50250127479311000131550010000219711000090550;0;3.75;17.26; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:12;Troca global;00 - Documento regular
43;9351156;Coamo Agroindustrial Cooperativa;MS;29/01/2025;21972;21972;5.102-000;55;NFe;1;Prazo;Próprio;11598.12;11598.12;17;1971.68;0;0;0;0;0;0;11598.12;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(PLACA: REW9E69)|Titulos: Nro 88523/1 Venc. 26-02-2025 Valor 11598.12|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIA;0;;0;'50250127479311000131550010000219721000090565;0;158.84;731.6; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:13;Troca global;00 - Documento regular
44;9360077;OXIGENIO RONDONOPOLIS COMERCIO DE GASES LTDA;MT;29/01/2025;21974;21974;6.920-000;55;NFe;1;Outras;Próprio;20000;0;0;0;0;20000;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;CILINDROS RETIRADOS EM RONDONOPOLIS A SER ENTRGUES EM CUIABA|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGU;0;;0;'50250127479311000131550010000219741000090586;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;INDIAMARA;02/09/2025;16:28:12;Troca global;00 - Documento regular
45;9376886;DIOXD APLICACAO DE TECNOLOGIA NO TRATAMENTO DE SEMENTES LTDA;PR;30/01/2025;21975;21975;5.101-000;55;NFe;1;Prazo;Próprio;1125;1125;17;191.25;0;0;0;0;0;0;1125;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 88524/1 Venc. 30-01-2025 Valor 1125.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTAC;0;;0;'50250127479311000131550010000219751000090591;0;15.41;70.97; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:13;Troca global;00 - Documento regular
46;16758;AGROINDUSTRIAL SAO FRANCISCO LTDA;MS;30/01/2025;21976;21976;5.101-000;55;NFe;1;Prazo;Próprio;800;800;17;136;0;0;0;0;0;0;800;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 88529/1 Venc. 27-02-2025 Valor 800.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACA;0;;0;'50250127479311000131550010000219761000090602;0;10.96;50.46; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:13;Troca global;00 - Documento regular
47;9347511;MINERACAO SANTA MARIA LTDA;MS;30/01/2025;21977;21977;5.101-000;55;NFe;1;Prazo;Próprio;430;430;17;73.1;0;0;0;0;0;0;430;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;SOLICITADO POR PAULO|Titulos: Nro 88505/1 Venc. 27-02-2025 Valor 430.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENC;0;;0;'50250127479311000131550010000219771000090618;0;5.89;27.12; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:13;Troca global;00 - Documento regular
48;9307679;AGRICOLA E TRANSPORTE SANTIN LTDA;MS;30/01/2025;21979;21979;5.101-000;55;NFe;1;Prazo;Próprio;190;190;17;32.3;0;0;0;0;0;0;190;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 88555/1 Venc. 27-02-2025 Valor 190.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACA;0;;0;'50250127479311000131550010000219791000090647;0;2.6;11.99; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:13;Troca global;00 - Documento regular
49;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;30/01/2025;21980;21980;5.904-000;55;NFe;1;Outras;Próprio;1647;1647;17;279.99;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2711 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000219801000090656;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;INDIAMARA;02/09/2025;16:28:12;Troca global;00 - Documento regular
50;9360077;OXIGENIO RONDONOPOLIS COMERCIO DE GASES LTDA;MT;30/01/2025;21981;21981;6.101-000;55;NFe;1;Prazo;Próprio;9000;9000;12;1080;0;0;0;0;0;0;9000;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 88568/1 Venc. 30-01-2025 Valor 9000.00|Local de Entrega: AVENIDA DOS TAMOIOS. 362 - - PARQUE OHARA - CUIABA - MT|Valor Aproximado dos Tributos R$2.830.50 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000219811000090661;0;130.68;601.92; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:14;Troca global;00 - Documento regular
51;9374719;MUNICIPIO DE CAMPO VERDE;MT;30/01/2025;21982;21982;6.101-000;55;NFe;1;Prazo;Próprio;996.66;996.66;12;119.59;0;0;0;0;0;0;996.66;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16458 (NAD 16281/2024) PEDIDO 16516 (PEDIO MANUAL 40415 NAD 16281/2024) PEDIDO 16590 (PEDIDO MANUAL 40427 NAD:16281/2024)|Titulos: Nro 88569/1 Venc. 27-02-2025 Valor 996.66|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALA;0;;0;'50250127479311000131550010000219821000090677;0;14.46;66.64; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:14;Troca global;00 - Documento regular
52;9374719;MUNICIPIO DE CAMPO VERDE;MT;30/01/2025;21983;21983;6.101-000;55;NFe;1;Prazo;Próprio;1258.82;1258.82;12;151.05;0;0;0;0;0;0;1258.82;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16634 (NAD 16281/2024) PEDIDO 16497 (NAD 16391/2024) PEDIDO 16498 (NAD 16281/2024) PEDIDO 16496 (NAD 16391/2024) PEDIDO 16495 (NAD 16281 /2024)|Titulos: Nro 88570/1 Venc. 27-02-2025 Valor 1258.82|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENT;0;;0;'50250127479311000131550010000219831000090682;0;18.27;84.19; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:14;Troca global;00 - Documento regular
53;9291544;FUNDACAO SERVICOS DE SAUDE DE NOVA ANDRADINA;MS;30/01/2025;21984;21984;5.101-000;55;NFe;1;Prazo;Próprio;10397.7;10397.7;17;1767.61;0;0;0;0;0;0;10397.7;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(AUTORIZACAO DE FORNECIMENTO 340/2025)|Titulos: Nro 88572/1 Venc. 01-03-2025 Valor 10397.70|Local de Entrega: AVENIDA EULENIR DE OLIVEIRA LIMA. 71 - - DURVAL ANDRADE FILHO - NOVA ANDRADINA - BRADESCO - AG 0189-9. C/C 12311-0|Valor Aproximado dos Tributos;0;;0;'50250127479311000131550010000219841000090698;0;142.4;655.89; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:14;Troca global;00 - Documento regular
54;9287651;EDIO KILIAN;MS;30/01/2025;21985;21985;5.103-000;55;NFe;1;Prazo;Próprio;180;180;17;30.6;0;0;0;0;0;0;180;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;O 6956 - 6|Titulos: Nro 87970/1 Venc. 27-02-2025 Valor 180.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REG;0;;0;'50250127479311000131550010000219851000090709;0;2.47;11.35; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:14;Troca global;00 - Documento regular
55;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;30/01/2025;21986;21986;5.904-000;55;NFe;1;Outras;Próprio;198;198;17;33.66;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2712 - Veiculo: QAQ2824|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000219861000090714;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;INDIAMARA;02/09/2025;16:28:13;Troca global;00 - Documento regular
56;9260704;FUNDO MUNICIPAL DE SAUDE DE CAARAPO;MS;30/01/2025;21987;21987;5.101-000;55;NFe;1;Prazo;Próprio;16100;16100;17;2737;0;0;0;0;0;0;16100;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(AUTORIZACAO DE FORNECIMENTO 96/2025) * IRRF 1.20% = 193.20 *|Titulos: Nro 88573/1 Venc. 01-03-2025 Valor 16100.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERA;0;;0;'50250127479311000131550010000219871000090720;0;220.49;1015.59; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:15;Troca global;00 - Documento regular
57;9260704;FUNDO MUNICIPAL DE SAUDE DE CAARAPO;MS;30/01/2025;21988;21988;5.101-000;55;NFe;1;Prazo;Próprio;16300;16300;17;2771;0;0;0;0;0;0;16300;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(AUTORIZACAO DE FORCIMENTO 87/2025) * IRRF 1.20% = 195.60 *|Titulos: Nro 88576/1 Venc. 01-03-2025 Valor 16300.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACO;0;;0;'50250127479311000131550010000219881000090735;0;223.23;1028.2; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:15;Troca global;00 - Documento regular
58;9364989;MUNICIPIO DE NOVA MUTUM;MT;30/01/2025;21989;21989;6.101-000;55;NFe;1;Prazo;Próprio;1034;1034;12;124.08;0;0;0;0;0;0;1034;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(IRRF 1.20% = 12.41)|Titulos: Nro 88577/1 Venc. 01-03-2025 Valor 1034.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGEN;0;;0;'50250127479311000131550010000219891000090740;0;15.01;69.15; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:26;Importação XML;ODIVAL;08/09/2025;09:44:15;Troca global;00 - Documento regular
